date,symbol,price,evebitda,future_eps,to_buy,sma_10d,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2022-01-03,ASTS,8.22,-21.49,-0.21,0,8.21,10.48,10.24,10.18,0.26,8.38,10.42,11.13,11.37,11.19,11.27,10.87,7.45,14.55,18791000,6220000,2779000,-3110000,0.0,technology,-27617000,3,902212261,13159000,3,321787000,-308628000,-1.03,4559854,3675000,593584261,12.95,108,7.77,5,5.18,0.09,0.58,9.49,26,7.77,5,1.72,0.26,0.15,8.71,11,7.77,5,0.94,0.48,0.06,13.53,181,73,7.08,216,211,6.45,0.18,0.65,0.27,0.8,0.33,0.01,145.05,-0.8,-7.98,10.03,0.07,-0.34,-0.0,213.6,95.43,245.5,100.45,-0.19,-0.22,0.0,-0.19,-0.03,-0.01,-0.22,-0.2,0.03,-0.64,-2.2,-1.46,-1.05,-0.74,-0.61,-0.44,-0.04,0.09,-0.03,0.01,-0.71,0.51,0.41,-0.02,0.98,0.73,-0.21,-0.26,-0.28,-0.27,-0.27,-0.24,0.1,-0.44,-0.2,-0.25,-0.21,-0.06,-0.02,0.02,-0.25,0.0,-0.19,-0.22,-0.2,-0.19,-0.22,-0.2,-0.03,-0.01,0.02,0,1,1,0,0,71.88,1,0.03,-43.57
2021-12-15,ASTS,8.41,-25.99,-0.21,0,8.88,10.79,10.51,10.7,0.44,9.75,12.26,10.41,11.86,10.48,12.56,9.46,7.77,13.2,12914000,2450000,347000,4115000,0.0,technology,-21898000,76,922521024,6928000,76,360390000,-353462000,-1.03,4559854,3675000,569059024,12.95,89,8.13,118,4.82,0.06,0.54,12.47,29,8.31,1,4.16,0.02,0.48,9.49,7,8.31,1,1.18,0.08,0.13,13.53,162,73,7.08,197,79,6.45,0.21,0.61,0.64,0.75,0.86,0.01,376.54,-0.8,-8.17,10.26,0.03,-0.38,0.0,1639.94,232.27,251.03,-125.51,-0.21,-0.22,-0.05,-0.17,-0.01,0.02,-0.18,-0.16,0.05,-5.36,-3.85,-1.0,-1.15,-0.52,-0.83,-0.18,-0.05,0.0,-0.03,0.01,0.39,2.85,1.22,-0.14,0.86,0.67,-0.31,-0.19,-0.29,-0.2,-0.33,-0.11,0.08,-0.36,-0.2,-0.06,2.23,0.18,-0.12,0.13,-0.28,-0.05,-0.21,-0.22,-0.2,-0.17,-0.18,-0.16,-0.01,0.02,0.03,1,0,0,0,1,547.35,1,0.04,-32.73
2022-11-23,ASTS,6.66,-17.41,-0.21,0,7.15,8.14,8.03,7.16,0.74,7.27,7.06,8.89,12.0,6.49,6.5,7.36,8.82,8.42,28035000,4168000,1643000,-32052000,0.0,technology,-39308000,54,870308339,12818000,54,198869000,-186051000,-1.03,4559854,3675000,684257339,13.93,99,5.91,27,8.02,0.09,1.09,8.83,12,5.91,27,2.92,0.26,0.33,8.83,12,6.48,1,2.35,0.08,0.33,13.93,99,0,5.91,27,0,8.02,0.09,1.09,0.36,1.0,0.36,0.01,208.81,-0.8,-6.47,8.13,0.04,-0.21,-0.0,416.47,164.17,236.82,28.01,-0.07,-0.18,-0.07,-0.0,-0.12,-0.11,-0.12,-0.11,0.11,-2.44,-0.4,-1.12,-1.78,0.04,0.03,-0.12,-0.07,0.03,-0.07,0.03,5.1,-0.64,-42.88,-0.08,0.92,1.02,-0.06,-0.25,-0.44,0.03,0.02,-0.1,-0.24,-0.21,0.03,-0.18,-1.16,-0.21,-0.26,0.85,-0.13,-0.07,-0.07,-0.18,-0.17,-0.0,-0.12,-0.11,-0.12,-0.11,0.01,0,1,0,0,1,139.38,1,0.07,-15.08
2022-01-07,ASTS,7.46,-18.47,-0.21,0,7.84,10.42,10.14,9.92,0.35,8.22,9.87,11.53,10.9,11.44,10.98,11.54,7.56,14.6,18791000,6220000,2779000,-3110000,0.0,technology,-27617000,7,818796042,13159000,7,321787000,-308628000,-1.03,4559854,3675000,510168042,12.95,112,7.23,2,5.72,0.04,0.74,9.49,30,7.23,2,2.26,0.1,0.27,8.31,11,7.23,2,1.08,0.21,0.11,13.53,185,73,7.08,220,218,6.45,0.06,0.81,0.35,0.89,0.4,0.02,131.64,-0.8,-7.24,9.1,0.07,-0.38,-0.0,183.58,82.02,222.8,91.16,-0.25,-0.28,-0.05,-0.21,-0.05,-0.02,-0.25,-0.23,0.05,-3.04,-2.41,-2.03,-1.15,-0.99,-0.7,-0.68,-0.05,0.11,-0.03,0.0,0.26,0.18,0.15,-0.09,0.91,0.68,-0.24,-0.35,-0.32,-0.35,-0.32,-0.35,-0.01,-0.49,-0.17,-0.29,-0.42,-0.14,0.06,-0.05,-0.21,-0.05,-0.25,-0.28,-0.26,-0.21,-0.25,-0.23,-0.05,-0.02,0.03,0,1,0,0,1,61.81,1,0.04,-46.3
2023-02-27,ASTS,6.34,-17.89,-0.21,0,6.18,5.83,7.02,5.15,0.2,6.12,5.21,3.83,7.07,6.62,8.21,12.38,6.42,9.65,30655000,2393000,-13611000,-25089000,0.0,technology,-41353000,58,965884794,12526000,58,238588000,-226062000,-1.03,4559854,3675000,739822794,8.83,108,3.65,62,5.18,0.52,0.39,6.49,12,5.11,28,1.38,0.89,0.02,6.49,12,5.88,6,0.61,0.75,0.02,13.93,195,87,3.65,62,0,10.28,0.26,1.2,0.13,0.5,0.27,0.01,403.63,-0.8,-6.16,7.74,0.02,-0.23,-0.0,-54.35,309.16,262.83,-140.8,0.23,0.09,0.03,0.2,-0.12,-0.27,0.06,-0.12,0.03,0.88,1.13,1.25,-0.24,-0.07,-0.37,-1.01,-0.02,0.04,-0.04,0.04,-0.22,-0.1,2.48,0.04,1.04,0.77,0.22,0.66,-0.1,-0.04,-0.23,-0.49,-0.01,-0.34,0.17,0.6,-0.71,0.36,-0.46,0.07,0.28,0.03,0.23,0.09,-0.1,0.2,0.06,-0.12,-0.12,-0.27,-0.17,0,1,3,0,0,-17.59,1,0.02,-35.96
2021-12-31,ASTS,7.94,-20.38,-0.21,0,8.22,10.5,10.26,10.23,0.27,8.42,11.24,10.69,11.61,10.0,11.29,10.41,7.44,14.84,18791000,6220000,2779000,-3110000,0.0,technology,-27617000,0,871479970,13159000,0,321787000,-308628000,-1.03,4559854,3675000,562851970,12.95,105,7.77,2,5.18,0.03,0.63,9.49,30,7.77,2,1.72,0.1,0.2,8.71,8,7.77,2,0.94,0.18,0.1,13.53,178,73,7.08,213,211,6.45,0.13,0.7,0.27,0.8,0.33,0.02,140.11,-0.8,-7.71,9.69,0.07,-0.35,-0.0,202.54,90.49,237.14,97.03,-0.22,-0.24,-0.03,-0.2,-0.03,-0.0,-0.22,-0.2,0.03,-1.92,-3.3,-1.37,-1.22,-0.51,-0.67,-0.41,-0.05,0.09,-0.03,0.0,-0.42,1.4,1.38,-0.06,0.94,0.7,-0.29,-0.26,-0.32,-0.21,-0.3,-0.24,0.07,-0.46,-0.25,-0.21,0.18,0.05,-0.08,0.16,-0.3,-0.03,-0.22,-0.24,-0.23,-0.2,-0.22,-0.2,-0.03,-0.0,0.02,0,1,0,0,1,68.17,1,0.04,-44.61
2023-04-13,HOOD,10.07,-15.78,-0.01,0,9.85,9.38,9.65,9.73,0.18,9.35,9.56,10.47,8.53,9.55,10.95,10.6,9.96,9.84,199000000,441000000,393000000,-511000000,0.0,technology,-483000000,13,9113197570,3969000000,13,5459000000,-1490000000,-0.62,424756137,472936191,7623197570,11.14,70,7.7,107,3.44,0.69,0.11,10.07,0,8.57,21,1.5,1.0,0.0,10.07,0,9.71,13,0.36,1.0,0.0,12.33,161,91,7.7,107,0,4.63,0.51,0.22,0.32,0.74,0.44,0.44,20.66,-0.98,-16.34,16.7,0.81,-0.16,-0.0,19.4,17.29,19.27,-1.4,0.03,0.07,0.02,0.01,0.04,0.01,0.05,0.02,0.02,2.88,0.51,-0.2,0.51,0.13,-0.18,-0.09,-0.02,0.02,-0.01,0.02,4.65,-3.55,2.95,0.08,1.08,0.92,0.05,-0.04,0.18,0.05,-0.08,-0.05,0.01,0.02,-0.02,-0.11,-0.79,-0.09,0.23,-0.11,0.08,0.02,0.03,0.07,0.04,0.01,0.05,0.02,0.04,0.01,-0.03,1,0,4,1,0,6.59,3,-0.01,0.1
2022-11-17,ASTS,6.76,-17.74,-0.21,0,7.33,8.14,8.01,7.46,0.66,6.86,7.29,10.14,10.33,6.45,6.78,7.75,10.06,8.68,28035000,4168000,1643000,-32052000,0.0,technology,-39308000,48,883376032,12818000,48,198869000,-186051000,-1.03,4559854,3675000,697325032,13.93,93,5.91,21,8.02,0.11,1.06,8.83,6,5.91,21,2.92,0.29,0.31,8.83,6,6.63,8,2.2,0.06,0.31,13.93,93,0,5.91,21,0,8.02,0.11,1.06,0.36,1.0,0.36,0.01,211.94,-0.8,-6.56,8.25,0.04,-0.21,-0.0,424.42,167.3,240.37,28.43,-0.09,-0.17,-0.08,-0.02,-0.08,-0.07,-0.1,-0.08,0.1,-0.4,-0.53,-1.69,-1.19,0.08,-0.0,-0.17,-0.08,0.04,-0.08,0.04,-0.25,-0.69,-16.35,-0.01,0.99,1.0,-0.07,-0.33,-0.35,0.05,-0.0,-0.13,-0.33,-0.22,-0.06,-0.32,-0.82,-0.28,-0.02,0.6,-0.11,-0.08,-0.09,-0.17,-0.16,-0.02,-0.1,-0.08,-0.08,-0.07,0.02,0,1,0,0,1,142.04,1,0.05,-15.55
2022-03-25,ASTS,10.35,-29.96,-0.21,0,9.65,8.37,9.67,7.07,0.68,8.76,6.46,6.2,8.42,11.91,10.52,11.69,8.98,8.47,18791000,6220000,2779000,-3110000,0.0,technology,-27617000,84,1135997190,13159000,84,321787000,-308628000,-1.03,4559854,3675000,827369190,10.89,119,5.13,57,5.76,0.91,0.05,10.48,1,6.3,18,4.18,0.97,0.01,10.48,1,8.33,10,2.15,0.94,0.01,12.95,189,70,5.13,57,0,7.82,0.67,0.25,0.53,0.74,0.73,0.01,182.64,-0.8,-10.05,12.63,0.07,-0.27,-0.0,297.72,133.02,309.11,126.48,0.46,0.24,0.07,0.36,-0.16,-0.27,0.15,-0.0,0.07,6.36,3.89,2.07,0.64,-0.39,-0.03,-0.22,-0.0,0.09,-0.01,0.09,0.63,0.87,-2.65,0.18,1.18,0.98,0.6,0.67,0.23,-0.13,-0.02,-0.11,0.15,0.22,0.36,0.41,-0.14,0.04,-0.26,-0.29,0.38,0.07,0.46,0.24,0.07,0.36,0.15,-0.0,-0.16,-0.27,-0.13,0,1,4,1,0,100.1,1,-0.02,13.93
2023-04-04,HOOD,9.76,-15.2,-0.01,0,9.12,9.36,9.58,9.73,0.48,8.93,9.89,10.24,8.02,9.38,11.44,9.87,9.42,10.2,199000000,441000000,393000000,-511000000,0.0,technology,-483000000,4,8832652262,3969000000,4,5459000000,-1490000000,-0.62,424756137,472936191,7342652262,11.14,61,7.7,98,3.44,0.6,0.14,9.76,1,8.57,12,1.19,1.0,0.0,9.76,1,8.57,12,1.19,1.0,0.0,12.33,152,91,7.7,98,0,4.63,0.44,0.26,0.26,0.74,0.35,0.45,20.03,-0.98,-15.83,16.18,0.81,-0.17,-0.0,18.68,16.65,18.68,-1.35,0.0,0.04,0.07,-0.06,0.04,0.02,-0.03,-0.05,0.05,3.32,-0.13,-0.24,0.58,0.09,-0.34,-0.02,-0.02,0.02,-0.02,0.02,-26.54,-0.46,5.11,0.09,1.09,0.85,-0.01,-0.05,0.22,0.04,-0.15,-0.01,0.04,-0.04,-0.1,-0.13,-0.24,-0.03,0.28,-0.14,-0.03,0.07,0.0,0.04,0.02,-0.06,-0.03,-0.05,0.04,0.02,-0.02,1,0,4,1,0,6.34,2,-0.01,-10.59
2023-04-11,HOOD,9.96,-15.58,-0.01,0,9.62,9.38,9.63,9.74,0.41,9.12,9.63,10.49,8.27,9.5,10.95,10.45,9.7,9.9,199000000,441000000,393000000,-511000000,0.0,technology,-483000000,11,9013649235,3969000000,11,5459000000,-1490000000,-0.62,424756137,472936191,7523649235,11.14,68,7.7,105,3.44,0.66,0.12,10.01,5,8.57,19,1.44,0.97,0.01,10.01,5,9.1,13,0.91,0.95,0.01,12.33,159,91,7.7,105,0,4.63,0.49,0.24,0.31,0.74,0.42,0.44,20.44,-0.98,-16.16,16.51,0.81,-0.17,-0.0,19.14,17.06,19.06,-1.38,0.02,0.06,0.04,-0.01,0.04,0.01,0.03,-0.0,0.04,3.36,0.33,-0.26,0.56,0.12,-0.2,-0.08,-0.02,0.02,-0.01,0.02,9.18,-2.25,3.9,0.09,1.09,0.91,0.03,-0.05,0.2,0.05,-0.09,-0.05,0.03,0.01,-0.05,-0.13,-0.59,-0.08,0.27,-0.13,0.06,0.04,0.02,0.06,0.03,-0.01,0.03,-0.0,0.04,0.01,-0.03,1,0,4,1,0,6.5,3,-0.01,-2.83
2022-11-28,ASTS,6.35,-16.38,-0.21,0,6.82,8.15,8.03,7.07,0.49,7.22,6.54,7.94,12.38,6.49,6.45,7.47,7.9,8.33,28035000,4168000,1643000,-32052000,0.0,technology,-39308000,59,829798492,12818000,59,198869000,-186051000,-1.03,4559854,3675000,643747492,13.93,104,5.91,32,8.02,0.05,1.19,8.83,17,6.21,25,2.62,0.05,0.39,7.5,13,6.35,0,1.16,0.0,0.18,13.93,104,0,5.91,32,0,8.02,0.05,1.19,0.33,1.0,0.33,0.02,199.09,-0.8,-6.17,7.75,0.04,-0.22,-0.0,391.81,154.45,225.8,26.71,-0.1,-0.22,-0.07,-0.04,-0.13,-0.12,-0.16,-0.15,0.08,-3.48,-0.19,-0.8,-2.01,-0.04,-0.02,-0.19,-0.07,0.01,-0.07,0.01,17.32,-0.76,56.43,-0.12,0.88,0.98,-0.03,-0.2,-0.49,-0.02,-0.02,-0.15,-0.2,-0.24,0.1,-0.09,-2.15,-0.18,-0.36,0.91,-0.1,-0.07,-0.1,-0.22,-0.21,-0.04,-0.16,-0.15,-0.13,-0.12,0.01,0,1,0,0,1,131.13,1,0.08,-18.13
2023-04-05,HOOD,9.75,-15.18,-0.01,0,9.21,9.37,9.6,9.73,0.51,8.92,9.89,10.24,8.03,9.43,11.44,9.95,9.42,10.21,199000000,441000000,393000000,-511000000,0.0,technology,-483000000,5,8823602414,3969000000,5,5459000000,-1490000000,-0.62,424756137,472936191,7333602414,11.14,62,7.7,99,3.44,0.6,0.14,9.76,2,8.57,13,1.19,0.99,0.0,9.76,2,8.57,13,1.19,0.99,0.0,12.33,153,91,7.7,99,0,4.63,0.44,0.26,0.26,0.74,0.35,0.45,20.01,-0.98,-15.82,16.16,0.81,-0.17,-0.0,18.66,16.63,18.66,-1.35,0.0,0.04,0.06,-0.05,0.04,0.01,-0.02,-0.04,0.05,3.32,-0.14,-0.25,0.57,0.08,-0.34,-0.03,-0.02,0.02,-0.02,0.02,-24.71,-0.43,6.17,0.09,1.09,0.85,-0.01,-0.05,0.21,0.03,-0.15,-0.02,0.04,-0.05,-0.1,-0.13,-0.24,-0.03,0.28,-0.15,-0.03,0.06,0.0,0.04,0.02,-0.05,-0.02,-0.04,0.04,0.01,-0.02,1,0,4,1,0,6.34,2,-0.01,-9.79
2022-03-22,ASTS,10.22,-29.44,-0.21,0,9.47,8.4,9.68,6.89,0.56,7.99,6.23,6.56,8.45,12.19,10.44,11.68,9.26,8.52,18791000,6220000,2779000,-3110000,0.0,technology,-27617000,81,1121728626,13159000,81,321787000,-308628000,-1.03,4559854,3675000,813100626,10.89,118,5.13,54,5.76,0.88,0.07,10.22,0,6.3,15,3.92,1.0,0.0,10.22,0,8.33,7,1.89,1.0,0.0,12.95,186,68,5.13,54,0,7.82,0.65,0.27,0.5,0.74,0.68,0.01,180.34,-0.8,-9.92,12.47,0.07,-0.28,-0.0,292.59,130.72,305.23,124.89,0.48,0.22,0.08,0.37,-0.18,-0.29,0.13,-0.02,0.05,8.92,3.99,1.83,0.59,-0.49,-0.04,-0.24,-0.01,0.09,-0.01,0.09,1.24,1.18,-2.2,0.28,1.28,0.98,0.64,0.56,0.21,-0.16,-0.02,-0.12,0.1,0.2,0.28,0.22,0.3,-0.05,-0.22,-0.31,0.37,0.08,0.48,0.22,0.06,0.37,0.13,-0.02,-0.18,-0.29,-0.13,0,1,4,1,0,98.38,1,-0.02,11.15
2023-02-17,ASTS,6.47,-18.37,-0.21,0,6.12,5.88,7.07,4.97,0.21,5.78,4.91,4.37,7.33,7.29,10.14,10.33,6.45,8.44,30655000,2393000,-13611000,-25089000,0.0,technology,-41353000,48,985690002,12526000,48,238588000,-226062000,-1.03,4559854,3675000,759628002,8.83,98,3.65,52,5.18,0.54,0.36,6.49,2,5.02,29,1.47,0.99,0.0,6.49,2,5.87,7,0.62,0.97,0.0,13.93,185,87,3.65,52,0,10.28,0.27,1.15,0.14,0.5,0.28,0.01,411.91,-0.8,-6.28,7.9,0.02,-0.23,-0.0,-55.81,317.44,268.21,-143.69,0.3,0.1,0.06,0.23,-0.15,-0.3,0.04,-0.13,0.03,2.76,1.56,1.05,-0.29,-0.21,-0.73,-0.64,-0.02,0.05,-0.04,0.05,0.77,0.49,0.4,0.12,1.12,0.64,0.32,0.48,-0.12,-0.11,-0.36,-0.37,0.0,-0.23,0.18,0.32,-0.45,0.12,-0.4,0.01,0.22,0.06,0.3,0.1,-0.08,0.23,0.04,-0.13,-0.15,-0.3,-0.17,0,1,3,0,0,-18.07,1,0.02,-27.49
2023-11-14,PNW,72.42,24.58,-0.13,0,72.35,77.6,77.77,74.72,2.0,74.15,73.25,76.45,78.62,82.32,79.77,79.73,79.58,78.26,0,1637759000,773220000,398214000,-96221000.0,utilities,746009000,45,8222132280,10133589000,45,15108000,10118481000,3.42,1570648571,1115949604,18340613280,85.42,116,68.94,1,16.48,0.21,0.18,76.53,29,68.94,1,7.59,0.46,0.06,75.57,13,68.94,1,6.63,0.52,0.04,85.42,116,0,68.94,1,0,16.48,0.21,0.18,0.46,1.0,0.46,1.23,5.02,-1.04,21.18,-20.4,-4.06,1.23,-0.24,23.72,11.2,7.37,2.35,-0.03,-0.07,0.0,-0.03,-0.04,-0.04,-0.07,-0.07,0.03,-6.92,-0.83,-2.02,-2.07,-2.47,-1.47,-1.22,-0.11,3.48,-0.11,3.48,7.34,-0.59,-0.16,-0.02,0.98,0.91,-0.01,-0.05,-0.08,-0.12,-0.09,-0.09,-0.09,-0.07,0.01,-0.03,-1.41,-0.04,-0.03,-0.04,0.02,0.0,-0.03,-0.07,-0.07,-0.03,-0.07,-0.07,-0.04,-0.04,-0.0,0,1,1,0,0,8.17,2,-0.0,-7.55
2023-11-14,CCL,13.89,20.94,-0.13,1,12.51,15.21,13.07,13.17,0.64,11.72,12.91,15.45,17.46,18.63,13.36,9.96,9.83,9.26,0,6854000000,2933000000,1074000000,0.0,consumer cyclical,2260000000,75,17543070000,32629000000,75,2842000000,29787000000,0.75,6707180116,5294586193,47330070000,18.84,106,11.03,25,7.81,0.37,0.36,13.89,0,11.03,25,2.86,1.0,0.0,13.89,0,11.3,13,2.59,1.0,0.0,19.3,127,21,8.55,242,217,10.75,0.5,0.39,0.27,0.73,0.37,1.86,2.56,-1.17,18.48,-15.82,-6.18,1.7,0.0,16.14,6.91,3.31,0.75,0.05,-0.09,0.11,-0.05,-0.13,0.01,-0.18,-0.04,0.05,8.68,0.98,-0.78,-1.19,-1.18,0.11,0.65,-0.05,0.11,-0.04,0.02,7.86,-2.26,0.0,0.19,1.19,1.04,0.08,-0.1,-0.2,-0.25,0.04,0.39,0.41,0.5,-0.09,-0.24,-0.62,-0.16,-0.12,-0.06,0.08,0.11,0.05,-0.09,0.06,-0.05,-0.18,-0.04,-0.13,0.01,0.16,1,0,3,0,0,6.27,4,-0.01,35.1
2023-11-14,VST,35.22,17.1,-0.04,1,34.7,30.77,27.37,33.09,0.39,33.67,31.94,32.96,29.13,26.56,24.82,23.85,24.21,23.96,0,4086000000,1566000000,502000000,-75000000.0,utilities,1356000000,45,12378316103,13979000000,45,3170000000,10809000000,1.59,5082521789,3470610436,23187316103,35.33,8,26.13,120,9.2,0.99,0.0,35.33,8,31.89,22,3.44,0.97,0.0,35.33,8,33.93,13,1.4,0.92,0.0,35.33,8,0,22.97,202,82,12.36,0.99,0.0,0.28,0.74,0.37,1.13,3.03,-1.02,22.18,-21.64,-7.14,0.87,-0.15,14.81,5.67,3.57,0.54,0.06,0.14,0.01,0.05,0.08,0.21,0.13,0.27,0.01,6.2,3.28,1.13,2.03,2.16,2.08,1.89,-0.01,0.08,-0.01,0.06,0.89,1.9,-0.06,0.05,1.05,1.42,0.1,0.07,0.21,0.33,0.42,0.48,0.45,0.47,0.05,0.02,1.51,-0.03,0.13,0.1,-0.0,0.01,0.06,0.14,0.29,0.05,0.13,0.27,0.08,0.21,0.12,1,0,4,1,0,5.11,3,0.01,44.82
2022-07-06,UBER,21.5,-22.68,-0.18,1,21.91,28.86,35.52,24.31,0.76,21.94,23.39,29.96,35.38,33.61,36.0,43.01,39.41,44.24,704000000,8073000000,2920000000,-2633000000,0.0,technology,-2174000000,6,42506557370,11197000000,6,4397000000,6800000000,-0.27,7383744903,8109405425,49306557370,37.19,99,20.46,6,16.73,0.06,0.73,25.83,28,20.46,6,5.37,0.19,0.2,23.03,12,20.46,6,2.57,0.4,0.07,45.89,240,141,20.46,6,0,25.43,0.04,1.13,0.21,0.66,0.32,0.26,5.27,-0.35,-80.12,230.59,43.79,0.16,-0.0,16.89,6.11,5.24,-0.02,-0.12,-0.26,-0.02,-0.1,-0.16,-0.32,-0.24,-0.38,0.04,-1.76,-1.89,-4.23,-4.63,-3.03,-2.9,-3.58,-0.16,0.17,-0.1,0.17,-0.07,-0.55,0.53,-0.02,0.98,0.6,-0.08,-0.28,-0.39,-0.36,-0.4,-0.5,-0.45,-0.51,-0.06,-0.27,-0.77,-0.22,-0.15,0.05,-0.03,-0.02,-0.12,-0.26,-0.39,-0.1,-0.24,-0.38,-0.16,-0.32,-0.19,0,1,0,0,1,55.78,5,0.0,-50.47
2022-07-06,HRB,36.75,19.87,-1.08,1,35.36,29.08,26.54,32.39,1.0,34.23,35.05,26.52,26.07,24.91,22.78,23.84,24.34,24.69,0,1050073000,658484000,222703000,-43041000.0,consumer cyclical,346785000,6,5853687000,1922594000,6,885015000,1037579000,1.24,996330141,181763333,6891266000,36.77,5,23.77,57,13.0,1.0,0.0,36.77,5,33.0,19,3.77,0.99,0.0,36.77,5,34.15,13,2.62,0.99,0.0,36.77,5,0,21.44,166,109,15.33,1.0,0.0,0.25,0.85,0.29,0.33,5.57,-1.87,29.54,-15.78,-2.83,0.18,-0.19,10.47,6.56,32.2,26.63,0.13,0.26,0.04,0.09,0.11,0.22,0.22,0.33,0.03,10.08,1.7,5.12,3.56,2.96,2.79,2.15,-0.0,0.23,-0.0,0.09,4.93,-0.67,0.2,0.07,1.07,1.61,0.05,0.39,0.41,0.48,0.61,0.54,0.51,0.49,-0.02,0.29,-1.08,0.32,0.02,0.05,-0.03,0.04,0.13,0.26,0.38,0.09,0.22,0.33,0.11,0.22,0.1,1,0,4,1,0,8.07,2,0.01,43.22
2023-11-28,PNW,74.34,24.88,-0.13,0,72.77,76.8,77.68,73.93,0.87,71.4,74.86,77.22,78.16,84.04,82.25,77.87,79.8,77.72,0,1637759000,773220000,398214000,-96221000.0,utilities,746009000,59,8440117560,10133589000,59,15108000,10118481000,3.42,1570648571,1115949604,18558598560,82.82,120,68.94,15,13.88,0.39,0.11,75.57,27,68.94,15,6.63,0.81,0.02,74.34,0,71.72,8,2.62,1.0,0.0,85.42,130,10,68.94,15,0,16.48,0.33,0.15,0.4,0.84,0.48,1.2,5.15,-1.04,21.74,-20.94,-4.06,1.2,-0.24,24.0,11.33,7.56,2.41,0.01,-0.03,0.02,-0.02,-0.04,-0.05,-0.05,-0.06,0.01,11.76,-0.52,-1.44,-1.27,-2.43,-1.58,-0.59,-0.07,0.36,-0.09,0.36,-23.62,-0.64,-0.47,0.04,1.04,0.9,-0.01,-0.04,-0.05,-0.12,-0.1,-0.05,-0.07,-0.04,-0.05,-0.08,-0.39,-0.03,-0.01,-0.07,0.0,0.02,0.01,-0.03,-0.04,-0.02,-0.05,-0.06,-0.04,-0.05,-0.01,0,1,2,0,0,8.27,2,-0.0,-6.37
2023-11-28,NCLH,14.48,25.87,-0.12,1,14.48,16.67,16.03,14.8,0.23,13.97,14.04,16.52,17.05,20.95,19.41,14.22,12.93,13.59,0,2536037000,1053291000,345868000,0.0,consumer cyclical,747988000,59,6160172722,13874697000,59,681558000,13193139000,0.68,2526497546,1966360624,19353311722,22.07,120,12.76,19,9.31,0.18,0.52,14.93,11,12.76,19,2.17,0.79,0.03,14.93,11,14.33,7,0.6,0.25,0.03,22.52,141,21,12.46,216,197,10.06,0.2,0.56,0.22,0.93,0.23,2.25,2.43,-1.17,21.14,-18.03,-7.42,2.14,0.0,18.37,7.63,3.13,0.7,-0.02,-0.13,0.0,-0.02,-0.11,-0.08,-0.13,-0.1,0.02,2.04,0.44,-1.02,-0.86,-1.62,-0.99,0.04,-0.06,0.09,-0.06,0.01,3.64,-1.43,-0.47,0.04,1.04,0.75,0.03,-0.12,-0.15,-0.31,-0.25,0.02,0.12,0.07,-0.0,-0.15,-0.97,-0.15,-0.03,-0.19,0.05,0.0,-0.02,-0.13,-0.1,-0.02,-0.13,-0.1,-0.11,-0.08,0.04,0,1,0,0,1,7.16,2,-0.01,6.55
